관리코드,상품명,기준상품명,마켓카테고리,식품안전유형힌트,등급,규격,산지,포장,보관,norm_key
,참송이 버섯 1kg (가정용),참송이 버섯 1kg (가정용),채소,채소류,가정용,1kg,,,,참송이버섯1kg가정용
,참송이버섯 건조 100g,참송이버섯 건조 100g,채소,채소류,,100g,,,,참송이버섯건조100g
,명품나주배선물세트7.5kg(7-10과),명품나주배선물세트7.5kg(7-10과),과일,과일류,,5kg|10과,,,,명품나주배선물세트75kg710과
,명품성환배선물세트 / 6과 / 620-680g,명품성환배선물세트,과일,과일류,,6과|680g,,,,명품성환배선물세트
,명품성환배선물세트 / 9과 / 620-680g,명품성환배선물세트,과일,과일류,,9과|680g,,,,명품성환배선물세트
,명품성환배선물세트 / 9과 / 480-570g,명품성환배선물세트,과일,과일류,,9과|570g,,,,명품성환배선물세트
,프리미엄 혼합 과일세트 - A01 / 사과(3) 배(3) 샤인머스켓(2) 골드망고(3) 애플망고(3),프리미엄 혼합 과일세트 - A01,과일,과일류,프리미엄,,,망,,프리미엄혼합과일세트a01
,프리미엄 혼합 과일세트 - A02 / 사과(3) 배(3) 샤인머스켓(2) 한라봉(3) 레드향(3),프리미엄 혼합 과일세트 - A02,과일,과일류,프리미엄,,,봉,,프리미엄혼합과일세트a02
,프리미엄 혼합 과일세트 - A03 / 사과(3) 배(3) 샤인머스켓(2) 자몽(3) 용과(3),프리미엄 혼합 과일세트 - A03,과일,과일류,프리미엄,,,,,프리미엄혼합과일세트a03
,프리미엄 혼합 과일세트 - A04 / 한라봉(3) 레드향(3) 샤인머스켓(2) 골드망고(3) 애플망고(3),프리미엄 혼합 과일세트 - A04,과일,미분류,프리미엄,,,봉,,프리미엄혼합과일세트a04
,프리미엄 혼합 과일세트 - A05 / 한라봉(3) 레드향(3) 샤인머스켓(2) 자몽(3) 용과(3),프리미엄 혼합 과일세트 - A05,과일,미분류,프리미엄,,,봉,,프리미엄혼합과일세트a05
,명품 사과 세트 / 6과 / 370-410g,명품 사과 세트,과일,과일류,,6과|410g,,,,명품사과세트
,명품 사과 세트 / 9과 / 300-360g,명품 사과 세트,과일,과일류,,9과|360g,,,,명품사과세트
,명품 사과 세트 / 9과 / 370-410g,명품 사과 세트,과일,과일류,,9과|410g,,,,명품사과세트
,"사과 애플망고 선물세트 / 사과(5), 애플망고(4)",사과 애플망고 선물세트,과일,과일류,,,,망,,사과애플망고선물세트
,"사과 한라봉 선물세트 / 사과(5), 한라봉(4)",사과 한라봉 선물세트,과일,과일류,,,,봉,,사과한라봉선물세트
,"사과 배 한라봉 선물세트 / 사과(3), 배(3), 한라봉(3)",사과 배 한라봉 선물세트,과일,과일류,,,,봉,,사과배한라봉선물세트
,애플망고 선물세트 / 애플망고(9),애플망고 선물세트,미분류,미분류,,,,망,,애플망고선물세트
,식물성 콜라겐 젤리 2개입 선물세트,식물성 콜라겐 젤리 2개입 선물세트,미분류,미분류,,,,,,식물성콜라겐젤리2개입선물세트
,열무김치 / 1kg,열무김치,채소,미분류,,1kg,,,,열무김치
,열무김치 / 2kg,열무김치,채소,미분류,,2kg,,,,열무김치
,열무김치 / 3kg,열무김치,채소,미분류,,3kg,,,,열무김치
,열무김치 / 5kg,열무김치,채소,미분류,,5kg,,,,열무김치
,열무김치 / 10kg,열무김치,채소,미분류,,10kg,,,,열무김치
,총각김치 / 1kg,총각김치,미분류,미분류,,1kg,,,,총각김치
,총각김치 / 2kg,총각김치,미분류,미분류,,2kg,,,,총각김치
,총각김치 / 3kg,총각김치,미분류,미분류,,3kg,,,,총각김치
,총각김치 / 5kg,총각김치,미분류,미분류,,5kg,,,,총각김치
,총각김치 / 10kg,총각김치,미분류,미분류,,10kg,,,,총각김치
,갓김치 / 1kg,갓김치,미분류,미분류,,1kg,,,,갓김치
,갓김치 / 2kg,갓김치,미분류,미분류,,2kg,,,,갓김치
,갓김치 / 3kg,갓김치,미분류,미분류,,3kg,,,,갓김치
,갓김치 / 5kg,갓김치,미분류,미분류,,5kg,,,,갓김치
,갓김치 / 10kg,갓김치,미분류,미분류,,10kg,,,,갓김치
,봄동겉절이 / 1kg,봄동겉절이,미분류,미분류,,1kg,,,,봄동겉절이
,봄동겉절이 / 2kg,봄동겉절이,미분류,미분류,,2kg,,,,봄동겉절이
,봄동겉절이 / 3kg,봄동겉절이,미분류,미분류,,3kg,,,,봄동겉절이
,봄동겉절이 / 5kg,봄동겉절이,미분류,미분류,,5kg,,,,봄동겉절이
,봄동겉절이 / 10kg,봄동겉절이,미분류,미분류,,10kg,,,,봄동겉절이
,배추겉절이 / 1kg,배추겉절이,과일,과일류,,1kg,,,,배추겉절이
,배추겉절이 / 2kg,배추겉절이,과일,과일류,,2kg,,,,배추겉절이
,배추겉절이 / 3kg,배추겉절이,과일,과일류,,3kg,,,,배추겉절이
,배추겉절이 / 5kg,배추겉절이,과일,과일류,,5kg,,,,배추겉절이
,배추겉절이 / 10kg,배추겉절이,과일,과일류,,10kg,,,,배추겉절이
,양파김치 / 1kg,양파김치,채소,채소류,,1kg,,,,양파김치
,양파김치 / 2kg,양파김치,채소,채소류,,2kg,,,,양파김치
,양파김치 / 3kg,양파김치,채소,채소류,,3kg,,,,양파김치
,양파김치 / 5kg,양파김치,채소,채소류,,5kg,,,,양파김치
,양파김치 / 10kg,양파김치,채소,채소류,,10kg,,,,양파김치
,배추김치키트 / 절임배추 5kg + 김치양념 2kg,배추김치키트,과일,과일류,,5kg|2kg,,,,배추김치키트
,배추김치키트 / 절임배추 10kg + 김치양념 4kg,배추김치키트,과일,과일류,,10kg|4kg,,,,배추김치키트
,배추김치키트 / 절임배추 20kg + 김치양념 8kg,배추김치키트,과일,과일류,,20kg|8kg,,,,배추김치키트
,김장포기김치 / 1kg,김장포기김치,미분류,미분류,,1kg,,,,김장포기김치
,김장포기김치 / 2kg,김장포기김치,미분류,미분류,,2kg,,,,김장포기김치
,김장포기김치 / 3kg,김장포기김치,미분류,미분류,,3kg,,,,김장포기김치
,김장포기김치 / 5kg,김장포기김치,미분류,미분류,,5kg,,,,김장포기김치
,김장포기김치 / 7kg,김장포기김치,미분류,미분류,,7kg,,,,김장포기김치
,김장포기김치 / 10kg,김장포기김치,미분류,미분류,,10kg,,,,김장포기김치
,열무얼갈이김치 / 1kg,열무얼갈이김치,채소,미분류,,1kg,,,,열무얼갈이김치
,열무얼갈이김치 / 2kg,열무얼갈이김치,채소,미분류,,2kg,,,,열무얼갈이김치
,열무얼갈이김치 / 3kg,열무얼갈이김치,채소,미분류,,3kg,,,,열무얼갈이김치
,열무얼갈이김치 / 5kg,열무얼갈이김치,채소,미분류,,5kg,,,,열무얼갈이김치
,열무얼갈이김치 / 10kg,열무얼갈이김치,채소,미분류,,10kg,,,,열무얼갈이김치
,절임배추 / 10kg,절임배추,과일,과일류,,10kg,,,,절임배추
,절임배추 / 20kg,절임배추,과일,과일류,,20kg,,,,절임배추
,석박지 / 1kg,석박지,미분류,미분류,,1kg,,,,석박지
,석박지 / 2kg,석박지,미분류,미분류,,2kg,,,,석박지
,석박지 / 3kg,석박지,미분류,미분류,,3kg,,,,석박지
,석박지 / 5kg,석박지,미분류,미분류,,5kg,,,,석박지
,석박지 / 10kg,석박지,미분류,미분류,,10kg,,,,석박지
,백김치 / 1kg,백김치,미분류,미분류,,1kg,,,,백김치
,백김치 / 2kg,백김치,미분류,미분류,,2kg,,,,백김치
,백김치 / 3kg,백김치,미분류,미분류,,3kg,,,,백김치
,백김치 / 5kg,백김치,미분류,미분류,,5kg,,,,백김치
,백김치 / 7kg,백김치,미분류,미분류,,7kg,,,,백김치
,백김치 / 10kg,백김치,미분류,미분류,,10kg,,,,백김치
,포기김치 / 1kg,포기김치,미분류,미분류,,1kg,,,,포기김치
,포기김치 / 2kg,포기김치,미분류,미분류,,2kg,,,,포기김치
,포기김치 / 3kg,포기김치,미분류,미분류,,3kg,,,,포기김치
,포기김치 / 5kg,포기김치,미분류,미분류,,5kg,,,,포기김치
,포기김치 / 7kg,포기김치,미분류,미분류,,7kg,,,,포기김치
,포기김치 / 10kg,포기김치,미분류,미분류,,10kg,,,,포기김치
,얼갈이김치 / 1kg,얼갈이김치,미분류,미분류,,1kg,,,,얼갈이김치
,얼갈이김치 / 2kg,얼갈이김치,미분류,미분류,,2kg,,,,얼갈이김치
,얼갈이김치 / 3kg,얼갈이김치,미분류,미분류,,3kg,,,,얼갈이김치
,얼갈이김치 / 5kg,얼갈이김치,미분류,미분류,,5kg,,,,얼갈이김치
,얼갈이김치 / 10kg,얼갈이김치,미분류,미분류,,10kg,,,,얼갈이김치
,매운실비총각김치 / 1kg,매운실비총각김치,미분류,미분류,,1kg,,,,매운실비총각김치
,매운실비총각김치 / 2kg,매운실비총각김치,미분류,미분류,,2kg,,,,매운실비총각김치
,매운실비총각김치 / 3kg,매운실비총각김치,미분류,미분류,,3kg,,,,매운실비총각김치
,매운실비총각김치 / 5kg,매운실비총각김치,미분류,미분류,,5kg,,,,매운실비총각김치
,매운실비겉절이 / 1kg,매운실비겉절이,미분류,미분류,,1kg,,,,매운실비겉절이
,매운실비겉절이 / 2kg,매운실비겉절이,미분류,미분류,,2kg,,,,매운실비겉절이
,매운실비겉절이 / 3kg,매운실비겉절이,미분류,미분류,,3kg,,,,매운실비겉절이
,매운실비겉절이 / 5kg,매운실비겉절이,미분류,미분류,,5kg,,,,매운실비겉절이
,매운실비겉절이 / 10kg,매운실비겉절이,미분류,미분류,,10kg,,,,매운실비겉절이
,매운실비포기김치 / 1kg,매운실비포기김치,미분류,미분류,,1kg,,,,매운실비포기김치
,매운실비포기김치 / 2kg,매운실비포기김치,미분류,미분류,,2kg,,,,매운실비포기김치
,매운실비포기김치 / 3kg,매운실비포기김치,미분류,미분류,,3kg,,,,매운실비포기김치
,매운실비포기김치 / 5kg,매운실비포기김치,미분류,미분류,,5kg,,,,매운실비포기김치
,매운실비포기김치 / 7kg,매운실비포기김치,미분류,미분류,,7kg,,,,매운실비포기김치
,매운실비포기김치 / 10kg,매운실비포기김치,미분류,미분류,,10kg,,,,매운실비포기김치
,열무자박이 / 2kg,열무자박이,채소,미분류,,2kg,,,,열무자박이
,열무자박이 / 3kg,열무자박이,채소,미분류,,3kg,,,,열무자박이
,열무자박이 / 5kg,열무자박이,채소,미분류,,5kg,,,,열무자박이
,열무자박이 / 10kg,열무자박이,채소,미분류,,10kg,,,,열무자박이
,깍두기 / 1kg,깍두기,미분류,미분류,,1kg,,,,깍두기
,깍두기 / 2kg,깍두기,미분류,미분류,,2kg,,,,깍두기
,깍두기 / 3kg,깍두기,미분류,미분류,,3kg,,,,깍두기
,깍두기 / 5kg,깍두기,미분류,미분류,,5kg,,,,깍두기
,깍두기 / 10kg,깍두기,미분류,미분류,,10kg,,,,깍두기
,곶감호두말이 선물세트 20구 (보자기동봉),곶감호두말이 선물세트 20구 (보자기동봉),견과/건과,견과류/건과류,,,,봉,,곶감호두말이선물세트20구보자기동봉
,곶감호두말이 선물세트 30구 (보자기동봉),곶감호두말이 선물세트 30구 (보자기동봉),견과/건과,견과류/건과류,,,,봉,,곶감호두말이선물세트30구보자기동봉
,국내산 고춧가루 1kg / 청양가루 (김치용),국내산 고춧가루 1kg,미분류,미분류,,1kg,국내산,,,국내산고춧가루1kg
,국내산 고춧가루 1kg / 굵은가루 (김치용),국내산 고춧가루 1kg,미분류,미분류,,1kg,국내산,,,국내산고춧가루1kg
,국내산 고춧가루 1kg / 고운가루 (장용),국내산 고춧가루 1kg,미분류,미분류,,1kg,국내산,,,국내산고춧가루1kg
,국내산 고춧가루 2kg / 청양가루 (김치용),국내산 고춧가루 2kg,미분류,미분류,,2kg,국내산,,,국내산고춧가루2kg
,국내산 고춧가루 2kg / 굵은가루 (김치용),국내산 고춧가루 2kg,미분류,미분류,,2kg,국내산,,,국내산고춧가루2kg
,국내산 고춧가루 2kg / 고운가루 (장용),국내산 고춧가루 2kg,미분류,미분류,,2kg,국내산,,,국내산고춧가루2kg
,다진마늘 1kg,다진마늘 1kg,채소,채소류,,1kg,,,,다진마늘1kg
,다진마늘 1kg x 2팩,다진마늘 1kg x 2팩,채소,채소류,,1kg|2팩,,팩,,다진마늘1kgx2팩
,다진마늘 1kg x 3팩,다진마늘 1kg x 3팩,채소,채소류,,1kg|3팩,,팩,,다진마늘1kgx3팩
,다진마늘 1kg x 4팩,다진마늘 1kg x 4팩,채소,채소류,,1kg|4팩,,팩,,다진마늘1kgx4팩
,순창 전통메주 1kg *2개,순창 전통메주 1kg *2개,미분류,미분류,,1kg|2개,,,,순창전통메주1kg2개
,순창 전통메주 1kg *4개,순창 전통메주 1kg *4개,미분류,미분류,,1kg|4개,,,,순창전통메주1kg4개
,순창 전통메주 1.2kg *2개,순창 전통메주 1.2kg *2개,미분류,미분류,,1.2kg|2개,,,,순창전통메주12kg2개
,순창 전통메주 1.2kg *4개,순창 전통메주 1.2kg *4개,미분류,미분류,,1.2kg|4개,,,,순창전통메주12kg4개
,[제휴A] 오이지 통오이지 20개입,[제휴A] 오이지 통오이지 20개입,채소,미분류,A,,,,,제휴a오이지통오이지20개입
,푸룬 / 400g (40g x 10봉),푸룬,미분류,미분류,,400g|40g|10봉,,봉,,푸룬
,푸룬 / 800g (40g x 20봉),푸룬,미분류,미분류,,800g|40g|20봉,,봉,,푸룬
,100% 착즙주스 천혜향 4개,100% 착즙주스 천혜향 4개,과일,과채가공품,,4개,,,,100착즙주스천혜향4개
,100% 착즙주스 천혜향 8개,100% 착즙주스 천혜향 8개,과일,과채가공품,,8개,,,,100착즙주스천혜향8개
,100% 착즙주스 천혜향 16개,100% 착즙주스 천혜향 16개,과일,과채가공품,,16개,,,,100착즙주스천혜향16개
,100% 착즙주스 한라봉 4개,100% 착즙주스 한라봉 4개,과일,과채가공품,,4개,,봉,,100착즙주스한라봉4개
,100% 착즙주스 한라봉 8개,100% 착즙주스 한라봉 8개,과일,과채가공품,,8개,,봉,,100착즙주스한라봉8개
,100% 착즙주스 한라봉 16개,100% 착즙주스 한라봉 16개,과일,과채가공품,,16개,,봉,,100착즙주스한라봉16개
,100% 착즙주스 천혜향+한라봉 2+2,100% 착즙주스 천혜향+한라봉 2+2,과일,과채가공품,,,,봉,,100착즙주스천혜향한라봉22
,100% 착즙주스 천혜향+한라봉 4+4,100% 착즙주스 천혜향+한라봉 4+4,과일,과채가공품,,,,봉,,100착즙주스천혜향한라봉44
,100% 착즙주스 천혜향+한라봉 8+8,100% 착즙주스 천혜향+한라봉 8+8,과일,과채가공품,,,,봉,,100착즙주스천혜향한라봉88
,구운계란 중란 30구,구운계란 중란 30구,축산/계란,미분류,중,,,,,구운계란중란30구
,구운계란 중란 60구,구운계란 중란 60구,축산/계란,미분류,중,,,,,구운계란중란60구
,구운계란 대란 30구,구운계란 대란 30구,축산/계란,미분류,,,,,,구운계란대란30구
,구운계란 대란 60구,구운계란 대란 60구,축산/계란,미분류,,,,,,구운계란대란60구
,수압으로 깐 굴무침 500g,수압으로 깐 굴무침 500g,채소,미분류,,500g,,,,수압으로깐굴무침500g
,수압으로 깐 굴무침 500g*2통,수압으로 깐 굴무침 500g*2통,채소,미분류,,500g,,,,수압으로깐굴무침500g2통
,수압으로 깐 굴무침 500g*3통,수압으로 깐 굴무침 500g*3통,채소,미분류,,500g,,,,수압으로깐굴무침500g3통
,수압으로 깐 굴무침 300g,수압으로 깐 굴무침 300g,채소,미분류,,300g,,,,수압으로깐굴무침300g
,수압으로 깐 굴무침 300g*2통,수압으로 깐 굴무침 300g*2통,채소,미분류,,300g,,,,수압으로깐굴무침300g2통
,수압으로 깐 굴무침 300g*3통,수압으로 깐 굴무침 300g*3통,채소,미분류,,300g,,,,수압으로깐굴무침300g3통
,수압으로 깐 굴무침 300g + 알배추 (300-400g),수압으로 깐 굴무침 300g + 알배추 (300-400g),과일,과일류,,300g|400g,,,,수압으로깐굴무침300g알배추300400g
,수압으로 깐 굴무침 300g*2통 + 알배추 (300-400g),수압으로 깐 굴무침 300g*2통 + 알배추 (300-400g),과일,과일류,,300g|400g,,,,수압으로깐굴무침300g2통알배추300400g
,수압으로 깐 굴무침 300g*3통 + 알배추 (300-400g),수압으로 깐 굴무침 300g*3통 + 알배추 (300-400g),과일,과일류,,300g|400g,,,,수압으로깐굴무침300g3통알배추300400g
,수압으로 깐 굴무침 500g + 알배추 (300-400g),수압으로 깐 굴무침 500g + 알배추 (300-400g),과일,과일류,,500g|400g,,,,수압으로깐굴무침500g알배추300400g
,수압으로 깐 굴무침 500g*2통 + 알배추 (300-400g),수압으로 깐 굴무침 500g*2통 + 알배추 (300-400g),과일,과일류,,500g|400g,,,,수압으로깐굴무침500g2통알배추300400g
,수압으로 깐 굴무침 500g*3통 + 알배추 (300-400g),수압으로 깐 굴무침 500g*3통 + 알배추 (300-400g),과일,과일류,,500g|400g,,,,수압으로깐굴무침500g3통알배추300400g
,4색 떡국떡 / 1kg,4색 떡국떡,미분류,미분류,,1kg,,,,4색떡국떡
,떡국떡 / 500g,떡국떡,미분류,미분류,,500g,,,,떡국떡
,떡국떡 / 1kg,떡국떡,미분류,미분류,,1kg,,,,떡국떡
,쑥떡국떡 / 500g,쑥떡국떡,미분류,미분류,,500g,,,,쑥떡국떡
,쑥떡국떡 / 1kg,쑥떡국떡,미분류,미분류,,1kg,,,,쑥떡국떡
,혼합떡국떡 쑥떡국떡 500g + 떡국떡 500g,혼합떡국떡 쑥떡국떡 500g + 떡국떡 500g,미분류,미분류,,500g|500g,,,,혼합떡국떡쑥떡국떡500g떡국떡500g
,콩쑥개떡 1팩 / 60g x 32개입,콩쑥개떡 1팩,쌀/잡곡,미분류,,1팩|60g,,팩,,콩쑥개떡1팩
,콩쑥개떡 2팩 / (60g x 32개입) x 2,콩쑥개떡 2팩,쌀/잡곡,미분류,,2팩|60g,,팩,,콩쑥개떡2팩
,강낭콩쑥개떡 1팩 / 60g x 32개입,강낭콩쑥개떡 1팩,쌀/잡곡,미분류,,1팩|60g,,팩,,강낭콩쑥개떡1팩
,강낭콩쑥개떡 2팩 / (60g x 32개입) x 2,강낭콩쑥개떡 2팩,쌀/잡곡,미분류,,2팩|60g,,팩,,강낭콩쑥개떡2팩
,국내산 연평도 암꽃게장 2kg,국내산 연평도 암꽃게장 2kg,미분류,미분류,,2kg,국내산,,,국내산연평도암꽃게장2kg
,국내산 연평도 암꽃게장 4kg,국내산 연평도 암꽃게장 4kg,미분류,미분류,,4kg,국내산,,,국내산연평도암꽃게장4kg
,흑임자인절미 1팩 / 25g x 24개입,흑임자인절미 1팩,미분류,미분류,,1팩|25g,,팩,,흑임자인절미1팩
,흑임자인절미 2팩 / (25g x 24개입) x 2,흑임자인절미 2팩,미분류,미분류,,2팩|25g,,팩,,흑임자인절미2팩
,앙금인절미 1팩 / 40g x 42개입,앙금인절미 1팩,미분류,미분류,,1팩|40g,,팩,,앙금인절미1팩
,앙금인절미 2팩 / (40g x 42개입) x 2,앙금인절미 2팩,미분류,미분류,,2팩|40g,,팩,,앙금인절미2팩
,옛날찹쌀떡 1팩 / 60g x 30개입,옛날찹쌀떡 1팩,쌀/잡곡,미분류,,1팩|60g,,팩,,옛날찹쌀떡1팩
,옛날찹쌀떡 2팩 / (60g x 30개입) x 2,옛날찹쌀떡 2팩,쌀/잡곡,미분류,,2팩|60g,,팩,,옛날찹쌀떡2팩
,완숙토마토 / 1kg / 소,완숙토마토,과일,과일류,,1kg,,,,완숙토마토
,완숙토마토 / 1kg / 중,완숙토마토,과일,과일류,중,1kg,,,,완숙토마토
,완숙토마토 / 2kg / 소,완숙토마토,과일,과일류,,2kg,,,,완숙토마토
,완숙토마토 / 2kg / 중,완숙토마토,과일,과일류,중,2kg,,,,완숙토마토
,완숙토마토 / 3kg / 소,완숙토마토,과일,과일류,,3kg,,,,완숙토마토
,완숙토마토 / 3kg / 중,완숙토마토,과일,과일류,중,3kg,,,,완숙토마토
,완숙토마토 / 5kg / 소,완숙토마토,과일,과일류,,5kg,,,,완숙토마토
,완숙토마토 / 5kg / 중,완숙토마토,과일,과일류,중,5kg,,,,완숙토마토
,세척사과 / (박스포함) 8kg 한입 / 46-55과 내외,세척사과,과일,과일류,,8kg|55과,,박스,,세척사과
,세척사과 / (박스포함) 8kg 소과 / 40-45과 내외,세척사과,과일,과일류,,8kg|45과,,박스,,세척사과
,세척사과 / (박스포함) 8kg 중소과 / 30-40과 내외,세척사과,과일,과일류,중,8kg|40과,,박스,,세척사과
,김해 미나리 200g 내외 x 1단,김해 미나리 200g 내외 x 1단,채소,미분류,,200g,,,,김해미나리200g내외x1단
,김해 미나리 500g 내외 x 1단,김해 미나리 500g 내외 x 1단,채소,미분류,,500g,,,,김해미나리500g내외x1단
,김해 미나리 500g 내외 x 2단 / 1kg,김해 미나리 500g 내외 x 2단,채소,미분류,,500g|1kg,,,,김해미나리500g내외x2단
,김해 미나리 500g 내외 x 3단 / 1.5kg,김해 미나리 500g 내외 x 3단,채소,미분류,,500g|1.5kg,,,,김해미나리500g내외x3단
,김해 미나리 500g 내외 x 4단 / 2kg,김해 미나리 500g 내외 x 4단,채소,미분류,,500g|2kg,,,,김해미나리500g내외x4단
,육우 / 등안선물세트500g(등심300g/안심200g),육우,축산/계란,미분류,,,,,,육우
,육우 / 등안채선물세트800g(등심400g/안심200g/채끝200g),육우,축산/계란,미분류,,,,,,육우
,육우 / 등안갈선물세트800g(등심400g/안심200g/갈비살200g),육우,축산/계란,미분류,,,,,,육우
,육우 / 등안갈특선물세트1kg(등심400g/안심or채끝200g/갈비살or특수400g),육우,축산/계란,미분류,특,,,,,육우
,육우 / 등안갈부선물세트1kg(등심400g/안심or채끝200g/갈비살or부채400g),육우,축산/계란,미분류,,,,,,육우
,육우 / 등안채특선물세트1kg(등심400g/안심200g/채끝or특수400g),육우,축산/계란,미분류,특,,,,,육우
,육우 / 등안채부선물세트1kg(등심400g/안심200g/채끝or부채400g),육우,축산/계란,미분류,,,,,,육우
,포항영해초1단(300g내외),포항영해초1단(300g내외),미분류,미분류,,,,,,포항영해초1단300g내외
,포항영해초2단(600g내외),포항영해초2단(600g내외),미분류,미분류,,,,,,포항영해초2단600g내외
,포항영해초3단(900g내외),포항영해초3단(900g내외),미분류,미분류,,,,,,포항영해초3단900g내외
,포항영해초4단(1.2kg내외),포항영해초4단(1.2kg내외),미분류,미분류,,,,,,포항영해초4단12kg내외
,남해보물섬시금치500g,남해보물섬시금치500g,채소,채소류,,,,,,남해보물섬시금치500g
,남해보물섬시금치1kg,남해보물섬시금치1kg,채소,채소류,,,,,,남해보물섬시금치1kg
,남해보물섬시금치1.5kg,남해보물섬시금치1.5kg,채소,채소류,,5kg,,,,남해보물섬시금치15kg
,남해보물섬시금치2kg,남해보물섬시금치2kg,채소,채소류,,,,,,남해보물섬시금치2kg
,남해보물섬시금치3kg,남해보물섬시금치3kg,채소,채소류,,,,,,남해보물섬시금치3kg
,남해보물섬시금치4kg,남해보물섬시금치4kg,채소,채소류,,,,,,남해보물섬시금치4kg
,콜라비2kg(알뜰혼합과),콜라비2kg(알뜰혼합과),채소,미분류,,,,,,콜라비2kg알뜰혼합과
,콜라비3kg(알뜰혼합과),콜라비3kg(알뜰혼합과),채소,미분류,,,,,,콜라비3kg알뜰혼합과
,콜라비5kg(알뜰혼합과),콜라비5kg(알뜰혼합과),채소,미분류,,,,,,콜라비5kg알뜰혼합과
,콜라비10kg(알뜰혼합과),콜라비10kg(알뜰혼합과),채소,미분류,,,,,,콜라비10kg알뜰혼합과
,[농가C] 대저토마토못난이(혼합과)2.5kg,[농가C] 대저토마토못난이(혼합과)2.5kg,과일,과일류,C,2.5kg,,,,농가c대저토마토못난이혼합과25kg
,[농가C] 대저토마토일반(2L-L)과2.5kg,[농가C] 대저토마토일반(2L-L)과2.5kg,과일,과일류,C,2L|5kg,,,,농가c대저토마토일반2ll과25kg
,[농가C] 대저토마토일반(M)과2.5kg,[농가C] 대저토마토일반(M)과2.5kg,과일,과일류,C,5kg,,,,농가c대저토마토일반m과25kg
,[농가C] 대저토마토일반(S-2S)과2.5kg,[농가C] 대저토마토일반(S-2S)과2.5kg,과일,과일류,C,5kg,,,,농가c대저토마토일반s2s과25kg
,[농가C] 대저토마토특품(2L-L)과2.5kg,[농가C] 대저토마토특품(2L-L)과2.5kg,과일,과일류,C,2L|5kg,,,,농가c대저토마토특품2ll과25kg
,[농가C] 대저토마토특품(M)과2.5kg,[농가C] 대저토마토특품(M)과2.5kg,과일,과일류,C,5kg,,,,농가c대저토마토특품m과25kg
,[농가C] 대저짭짤이특품(S-2S)과2.5kg,[농가C] 대저짭짤이특품(S-2S)과2.5kg,미분류,미분류,C,5kg,,,,농가c대저짭짤이특품s2s과25kg
,보령 금실딸기 특 1팩,보령 금실딸기 특 1팩,과일,과일류,특,1팩,,팩,,보령금실딸기특1팩
,보령 금실딸기 특 2팩,보령 금실딸기 특 2팩,과일,과일류,특,2팩,,팩,,보령금실딸기특2팩
,비타베리 특 1팩,비타베리 특 1팩,미분류,미분류,특,1팩,,팩,,비타베리특1팩
,비타베리 특 2팩,비타베리 특 2팩,미분류,미분류,특,2팩,,팩,,비타베리특2팩
,주스용 설향딸기 1kg,주스용 설향딸기 1kg,과일,과채가공품,,1kg,,,,주스용설향딸기1kg
,주스용 설향딸기 2kg,주스용 설향딸기 2kg,과일,과채가공품,,2kg,,,,주스용설향딸기2kg
,별사과 못난이 소과 1kg,별사과 못난이 소과 1kg,과일,과일류,못난이,1kg,,,,별사과못난이소과1kg
,별사과 못난이 중과 1kg,별사과 못난이 중과 1kg,과일,과일류,못난이,1kg,,,,별사과못난이중과1kg
,별사과 못난이 대과 1kg,별사과 못난이 대과 1kg,과일,과일류,못난이,1kg,,,,별사과못난이대과1kg
,별사과 못난이 특대과 1kg,별사과 못난이 특대과 1kg,과일,과일류,못난이,1kg,,,,별사과못난이특대과1kg
,청송 부사사과 가정용 소과 3kg,청송 부사사과 가정용 소과 3kg,과일,과일류,가정용,3kg,,,,청송부사사과가정용소과3kg
,청송 부사사과 가정용 소과 5kg,청송 부사사과 가정용 소과 5kg,과일,과일류,가정용,5kg,,,,청송부사사과가정용소과5kg
,청송 부사사과 가정용 소과 10kg,청송 부사사과 가정용 소과 10kg,과일,과일류,가정용,10kg,,,,청송부사사과가정용소과10kg
,청송 부사사과 가정용 중과 3kg,청송 부사사과 가정용 중과 3kg,과일,과일류,가정용,3kg,,,,청송부사사과가정용중과3kg
,청송 부사사과 가정용 중과 5kg,청송 부사사과 가정용 중과 5kg,과일,과일류,가정용,5kg,,,,청송부사사과가정용중과5kg
,청송 부사사과 가정용 중과 10kg,청송 부사사과 가정용 중과 10kg,과일,과일류,가정용,10kg,,,,청송부사사과가정용중과10kg
,미국산 피호두 1kg,미국산 피호두 1kg,견과/건과,견과류/건과류,,1kg,미국산,,,미국산피호두1kg
,미국산 피호두 2kg,미국산 피호두 2kg,견과/건과,견과류/건과류,,2kg,미국산,,,미국산피호두2kg
,여수 섬초 500g,여수 섬초 500g,미분류,미분류,,500g,,,,여수섬초500g
,여수 섬초 1kg,여수 섬초 1kg,미분류,미분류,,1kg,,,,여수섬초1kg
,여수 섬초 2kg,여수 섬초 2kg,미분류,미분류,,2kg,,,,여수섬초2kg
,여수 섬초 3kg,여수 섬초 3kg,미분류,미분류,,3kg,,,,여수섬초3kg
,여수 섬초 4kg,여수 섬초 4kg,미분류,미분류,,4kg,,,,여수섬초4kg
,베트남 그린망고 1kg,베트남 그린망고 1kg,미분류,미분류,,1kg,,망,,베트남그린망고1kg
,베트남 그린망고 2kg,베트남 그린망고 2kg,미분류,미분류,,2kg,,망,,베트남그린망고2kg
,베트남 그린망고 3kg,베트남 그린망고 3kg,미분류,미분류,,3kg,,망,,베트남그린망고3kg
